tenure_months,dependents,monthly_charges,tech_support_no,city_encoded,population,longitude_encoded,cltv,avg_monthly_gb_download,online_security,paperless_billing,payment_method_credit_card,online_backup,payment_method_bank_withdrawal,streaming_music,referred_a_friend,internet_type_dsl,internet_type_cable,internet_type_fiber_optic,multiple_lines,churn_label
1,0,49.55,1.0,306,17944,144,4989,9,1,0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,0
2,0,50.15,1.0,720,1831,126,5461,20,0,1,1.0,1,0.0,0,1,1.0,0.0,0.0,0,0
29,0,95.9,1.0,738,2615,90,2151,21,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,0
1,0,25.25,1.0,1042,44692,167,4628,15,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
46,0,101.0,1.0,854,47224,146,2436,22,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,0,71.15,1.0,446,3873,36,5287,22,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
20,0,79.15,1.0,256,5529,33,4997,5,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
46,0,80.4,1.0,677,732,54,4876,3,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
2,0,93.85,1.0,231,10484,198,4998,14,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
1,0,55.8,1.0,565,5256,79,5527,22,1,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
41,0,98.4,1.0,808,31230,147,2169,21,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
66,0,79.4,0.0,839,5395,128,5910,15,1,1,1.0,1,0.0,0,1,1.0,0.0,0.0,1,0
35,0,101.4,1.0,1038,12083,217,3689,25,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
10,0,89.8,1.0,1096,4253,253,5124,24,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
26,0,91.25,1.0,850,12149,191,5154,27,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
18,0,85.45,0.0,829,17147,211,5145,21,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
1,0,71.65,1.0,503,4546,207,5674,12,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
1,0,74.2,1.0,745,36817,210,4684,23,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
43,0,101.0,1.0,987,3070,175,3123,20,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
25,0,89.05,1.0,987,46171,110,2673,25,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
36,0,96.5,1.0,451,26419,283,4652,3,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
1,0,70.85,1.0,219,13422,315,3022,13,0,1,1.0,0,0.0,0,1,0.0,0.0,1.0,0,0
41,0,111.95,0.0,883,44117,291,3711,29,0,0,0.0,1,1.0,0,1,0.0,1.0,0.0,1,0
1,0,69.1,1.0,139,42853,677,2767,12,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
2,0,78.55,1.0,935,2966,668,5203,14,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
49,0,96.2,1.0,203,18036,853,5904,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
6,0,74.4,1.0,272,823,667,3964,27,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
7,0,84.55,1.0,438,6918,800,5245,12,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
20,0,85.8,1.0,593,302,756,3336,15,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,1,0
54,0,101.5,1.0,1041,44741,718,6405,8,0,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,0
2,0,69.6,1.0,1095,88,651,4596,21,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
30,0,40.3,1.0,102,2241,276,3016,7,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
58,0,98.7,1.0,724,34045,480,4662,5,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
68,0,100.2,1.0,724,6787,297,4481,24,0,0,0.0,1,1.0,1,1,0.0,1.0,0.0,1,0
24,0,93.55,1.0,414,152,807,4937,12,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
27,0,95.55,1.0,733,12587,733,2999,7,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,0
2,0,24.35,1.0,240,47453,1441,3278,11,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
29,0,98.65,0.0,401,17929,1422,4235,16,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
5,0,79.9,1.0,544,148,1364,4324,14,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
28,0,103.3,0.0,45,6876,1342,4136,10,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
24,0,102.95,1.0,857,384,1417,5245,26,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,0
43,0,109.55,0.0,213,18650,1267,5863,13,1,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
2,0,66.4,1.0,233,3193,1352,4522,24,1,1,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
66,0,100.05,0.0,314,77683,1275,4512,14,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
66,0,105.95,0.0,758,16717,1385,6117,11,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
31,0,73.9,1.0,780,173,1340,2560,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
37,0,96.55,1.0,1028,37218,1363,4448,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
24,0,101.25,1.0,690,54876,1348,4287,30,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,0
2,0,44.15,1.0,875,55720,1405,5655,25,0,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
8,0,75.75,1.0,878,28403,1471,4174,6,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
1,0,80.3,1.0,221,9038,1460,4138,21,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
9,0,80.85,1.0,776,1885,1517,5242,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
49,0,90.85,1.0,104,10520,1325,5651,15,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,0
1,0,25.1,1.0,637,41707,1158,5437,9,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
17,0,89.15,1.0,863,18197,1227,5082,28,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,0
3,0,79.9,1.0,957,49657,1098,4367,3,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
30,0,99.7,1.0,957,30814,1074,3548,8,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
41,0,83.75,1.0,650,4353,863,4995,18,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
42,0,74.15,1.0,234,1508,997,2322,21,1,0,1.0,0,0.0,0,1,0.0,0.0,1.0,0,0
72,0,92.45,0.0,604,23100,879,5697,6,1,1,1.0,1,0.0,0,0,1.0,0.0,0.0,1,0
11,0,99.55,1.0,622,47613,967,3172,14,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
8,0,81.25,1.0,622,26055,990,3812,26,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
1,0,50.55,1.0,1086,11463,890,3357,2,0,1,1.0,0,0.0,0,0,0.0,1.0,0.0,1,0
27,0,85.25,1.0,205,1591,1504,5172,25,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
1,0,85.05,1.0,600,2229,1591,2975,7,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
54,0,79.5,1.0,93,1584,1599,5684,10,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
4,0,74.9,1.0,245,67411,1161,2122,29,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
25,0,102.8,1.0,312,40750,1044,4969,30,1,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,0
9,0,83.85,1.0,391,659,881,3723,13,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
27,0,88.3,1.0,398,228,1338,2420,11,0,1,1.0,0,0.0,0,0,0.0,0.0,1.0,1,0
56,0,100.65,1.0,550,11191,1025,4803,29,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,1,0
66,0,80.55,1.0,835,25173,1043,4400,3,0,0,0.0,1,1.0,0,1,0.0,1.0,0.0,1,0
24,0,78.85,1.0,760,5501,839,3079,22,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
24,0,39.1,1.0,929,88,858,4591,5,1,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,0
65,0,106.25,1.0,184,32848,1198,5965,30,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
1,0,94.0,1.0,297,587,1483,4176,29,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
15,0,89.85,1.0,390,531,1221,2668,6,0,1,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
8,0,105.5,1.0,791,495,1282,5546,15,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
7,0,73.75,1.0,1074,4579,1377,5638,7,0,1,1.0,0,0.0,0,0,0.0,0.0,1.0,1,0
9,0,54.55,1.0,1102,27786,1166,4656,7,1,1,0.0,0,1.0,0,0,1.0,0.0,0.0,1,0
37,0,76.25,1.0,24,21418,1397,5859,17,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
3,0,70.4,1.0,82,265,1215,2491,3,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
48,0,117.45,0.0,406,397,1112,5915,5,1,1,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
8,0,29.4,1.0,527,1845,1515,5971,4,0,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
37,0,85.7,1.0,735,263,1481,4712,26,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
28,0,106.15,1.0,918,4231,1193,5030,28,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
36,0,90.85,1.0,1053,3749,1530,5692,23,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
4,1,46.0,1.0,316,42239,203,4797,52,0,1,0.0,0,1.0,0,1,0.0,1.0,0.0,0,0
8,0,94.45,1.0,554,54492,475,3676,8,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,0
50,0,95.7,1.0,554,43019,508,4287,11,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
61,0,104.4,1.0,554,30568,522,4412,17,0,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,0
40,0,39.3,1.0,554,41713,503,2296,3,0,0,0.0,1,1.0,0,1,0.0,1.0,0.0,0,0
2,0,44.7,1.0,554,87383,500,4618,20,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
10,0,85.55,1.0,267,24908,414,3336,27,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
16,0,85.35,1.0,437,78114,458,5769,27,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
2,0,79.6,1.0,575,11,636,4322,30,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
19,0,90.6,1.0,716,22548,609,2373,25,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
7,0,94.7,1.0,511,30173,427,3591,17,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,0
3,0,77.0,1.0,876,21279,515,3128,20,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
40,0,99.2,0.0,548,38427,456,5098,22,0,0,1.0,1,0.0,1,1,0.0,0.0,1.0,0,0
47,0,85.5,1.0,548,37417,408,3645,20,1,1,1.0,0,0.0,1,0,0.0,0.0,1.0,0,0
15,0,75.3,1.0,633,7527,462,4526,27,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,0,0
24,0,104.25,1.0,734,32369,403,2104,11,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,0
15,0,80.2,1.0,871,13158,410,4958,5,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
1,0,69.65,1.0,150,59259,575,5844,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
36,0,84.1,1.0,169,22177,635,2987,15,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
34,0,79.6,1.0,1034,23646,589,3980,15,0,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,0
1,0,36.45,1.0,120,18112,507,5303,26,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
47,0,80.35,1.0,53,57775,319,5915,7,1,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
24,0,40.65,1.0,290,30211,384,3843,29,0,0,1.0,0,0.0,0,1,0.0,1.0,0.0,0,0
43,0,107.55,0.0,778,46626,282,4423,18,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,1,0
16,0,98.75,1.0,834,61623,400,3392,7,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
5,0,69.05,1.0,854,46086,178,3368,11,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,0
37,0,101.1,1.0,854,46086,178,4424,19,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
5,0,45.7,1.0,854,46086,178,3561,15,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
28,0,101.3,0.0,854,46086,178,4994,20,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
10,0,92.5,0.0,854,74232,150,2415,30,0,0,1.0,1,0.0,0,1,0.0,0.0,1.0,0,0
1,0,74.45,1.0,854,74232,150,4291,16,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,0
10,0,29.65,0.0,854,74232,150,5702,20,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
3,0,70.3,1.0,854,74232,150,5165,16,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
12,0,99.45,1.0,854,74232,150,2819,26,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
26,0,89.15,1.0,854,74232,150,4074,12,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
1,0,24.8,1.0,854,74232,150,5377,19,0,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,0
20,0,61.6,1.0,1096,4253,253,3866,27,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,1,0
32,0,96.15,1.0,1103,41575,104,2246,18,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,0
1,0,69.55,1.0,829,63999,226,5948,22,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
5,0,84.85,1.0,861,21349,87,3305,27,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,0
1,0,73.65,1.0,987,3070,175,5443,19,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
6,0,84.35,1.0,451,26419,283,5721,17,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,0,46.0,1.0,241,27730,271,4531,19,0,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,0
15,0,79.4,1.0,504,59176,268,3621,12,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
16,0,71.8,1.0,436,42663,374,3327,5,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
44,0,88.4,1.0,498,25206,288,2674,14,0,1,1.0,1,0.0,1,1,0.0,1.0,0.0,1,0
3,0,83.9,0.0,139,42853,677,3464,11,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,0,0
1,0,69.85,1.0,634,32984,648,5056,30,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
26,0,84.95,1.0,924,64802,640,4316,3,0,1,0.0,1,1.0,1,1,0.0,0.0,1.0,0,0
22,0,90.5,0.0,50,14697,811,5014,27,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
40,0,55.8,1.0,311,13333,669,4272,6,1,0,0.0,1,1.0,1,0,0.0,1.0,0.0,0,0
1,0,20.05,0.0,658,798,760,3491,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0
10,0,84.6,1.0,869,27047,898,3320,30,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,0
1,0,20.85,0.0,552,1328,840,3817,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,0
58,0,105.5,0.0,693,7435,892,5067,19,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,0,0
6,0,85.15,1.0,763,8564,905,5831,30,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
71,0,105.1,1.0,85,1826,390,5725,8,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,0
20,0,90.8,1.0,460,207,256,2312,17,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
27,0,104.3,0.0,316,42239,203,3444,27,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
13,0,70.15,1.0,260,24206,719,5101,19,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
68,0,96.55,1.0,572,49247,786,5957,19,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,0
1,0,69.65,1.0,907,26213,743,4741,5,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
1,0,89.3,1.0,913,642,666,3067,30,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
15,0,96.3,0.0,351,47999,761,2933,8,1,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,0
9,0,85.05,1.0,189,1140,1100,5095,6,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
1,0,70.3,1.0,868,521,953,4962,27,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
70,0,45.25,1.0,785,6601,1346,5824,20,0,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
20,0,71.3,1.0,811,35737,1356,3684,22,0,1,1.0,0,0.0,0,0,0.0,0.0,1.0,0,0
21,0,69.1,1.0,811,32368,1339,3853,18,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
1,0,86.0,1.0,857,42476,1457,5359,22,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,0,0
46,0,59.9,0.0,857,26297,1454,4011,15,0,0,0.0,1,1.0,0,1,1.0,0.0,0.0,0,0
14,0,78.95,1.0,127,10153,1144,5203,6,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
47,0,85.2,1.0,213,39888,1254,4661,12,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
13,0,98.0,1.0,587,46677,1313,3714,4,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,0
3,0,105.0,1.0,635,16510,1310,5960,18,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
26,0,93.85,1.0,653,63947,1370,2591,26,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
8,0,84.0,1.0,691,27607,1164,4819,22,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
18,0,78.55,1.0,773,28568,1228,3521,18,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
4,0,25.2,1.0,690,28900,1344,4694,19,0,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
15,0,55.0,0.0,301,24589,1380,3167,19,0,1,1.0,0,0.0,0,0,1.0,0.0,0.0,1,0
3,0,94.6,1.0,818,28450,1411,3019,27,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
53,0,103.85,1.0,515,6773,1468,5860,23,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
68,0,105.3,1.0,71,6407,1304,6284,29,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
25,0,88.95,1.0,104,10520,1325,3878,23,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
66,0,110.85,0.0,143,44976,1248,4281,13,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
27,0,36.5,1.0,244,857,1357,4564,25,0,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,0
29,0,94.45,1.0,637,41707,1158,2233,21,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,0,90.6,1.0,863,36944,1205,2905,30,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
2,0,86.85,1.0,863,7023,1177,5204,11,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,0
29,0,99.05,1.0,957,30814,1074,3179,6,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
19,0,95.9,1.0,1027,460,866,2851,4,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,0
47,0,95.05,0.0,1091,4176,1062,5214,11,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
52,0,104.2,1.0,252,10159,926,5648,23,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
11,0,95.15,1.0,827,16525,971,4074,22,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
43,0,89.55,1.0,893,30876,1505,3802,6,0,0,0.0,0,0.0,1,0,0.0,0.0,1.0,0,0
46,0,85.0,1.0,195,13485,1486,2097,29,1,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,0
6,0,98.25,1.0,511,30173,427,3330,29,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,0
1,0,25.7,1.0,354,476,1510,4095,9,0,0,0.0,0,0.0,0,0,0.0,1.0,0.0,0,0
1,0,76.4,1.0,508,11180,1534,2426,6,0,0,0.0,1,0.0,0,1,0.0,0.0,1.0,0,0
22,1,40.05,1.0,564,3002,1508,2061,18,1,1,0.0,0,0.0,0,1,0.0,1.0,0.0,0,0
1,0,73.0,1.0,992,752,1565,4116,5,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,0
33,0,83.85,1.0,112,695,1572,2583,2,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,0
2,0,70.65,1.0,356,2423,1584,2189,25,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
26,0,95.0,1.0,48,18197,1008,4232,26,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
60,0,106.0,0.0,391,659,881,5507,17,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
38,0,74.95,1.0,561,485,965,5165,30,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,1,49.25,0.0,589,929,1049,4478,19,0,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,0
7,0,101.95,1.0,835,30614,1055,2016,3,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
2,0,94.0,1.0,925,4731,1009,5569,22,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
51,0,77.5,1.0,840,11396,1071,5748,9,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,0,74.4,1.0,117,1237,1048,3429,12,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
47,0,100.05,1.0,333,452,1041,5166,19,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
40,0,101.85,1.0,807,30338,1399,2837,3,1,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
1,0,25.05,1.0,912,6277,1409,2119,18,0,1,0.0,0,1.0,0,1,0.0,1.0,0.0,0,0
2,0,74.85,1.0,432,1026,1467,5378,18,0,0,0.0,0,0.0,0,0,0.0,0.0,1.0,1,0
42,0,104.75,1.0,616,124,1138,2984,12,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
2,0,79.75,1.0,735,263,1481,4038,23,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
14,0,100.2,1.0,1009,734,1500,3369,19,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
66,0,110.9,0.0,980,678,797,4389,25,0,1,1.0,1,0.0,0,0,0.0,0.0,1.0,1,0
1,0,76.45,1.0,854,4258,172,3763,13,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
12,0,91.3,1.0,854,4258,172,4703,18,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
6,0,95.75,1.0,854,4258,172,5750,6,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
27,0,81.45,1.0,554,38128,476,2571,5,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
3,0,91.05,1.0,267,42459,422,2194,8,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
2,0,79.2,1.0,419,18693,557,4225,18,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
14,0,74.3,1.0,448,28680,541,5342,10,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
57,0,100.6,1.0,1002,41979,537,5247,3,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
64,0,70.2,0.0,1072,38181,379,6080,24,1,0,1.0,1,0.0,0,0,1.0,0.0,0.0,0,0
2,0,70.75,1.0,119,44442,372,4407,21,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
40,0,79.2,1.0,68,72893,416,3207,4,1,0,1.0,1,0.0,0,0,0.0,0.0,1.0,0,0
1,0,85.0,1.0,731,55306,434,2650,8,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
37,0,92.5,1.0,484,20200,431,4127,4,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
4,0,74.95,1.0,718,97318,577,3716,27,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
55,0,98.8,1.0,1026,17846,614,5543,21,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
32,0,80.3,1.0,995,42526,650,5365,25,0,0,1.0,0,0.0,1,1,0.0,0.0,1.0,0,0
66,0,80.45,1.0,995,33057,643,5011,24,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,0
6,0,84.2,1.0,916,29387,581,5834,25,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,0
4,0,88.85,1.0,797,23079,258,2754,4,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
3,0,25.3,1.0,369,25135,313,3542,30,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
8,0,101.35,1.0,858,38041,406,5546,27,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
3,0,105.9,1.0,12,54382,417,2715,2,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
43,0,103.0,1.0,644,81,44,2505,26,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
13,0,82.0,1.0,870,6760,152,3363,25,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
27,0,101.25,1.0,854,47689,143,4853,13,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
25,0,89.5,1.0,854,46086,178,4849,3,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
22,0,74.4,1.0,854,24169,164,2407,23,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
18,0,99.75,0.0,854,66838,120,5857,15,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,0
56,0,111.95,0.0,854,56887,125,4060,28,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
16,0,39.0,1.0,854,25232,145,5692,24,0,0,0.0,1,0.0,0,0,1.0,0.0,0.0,0,0
50,0,88.05,1.0,446,3873,36,5813,4,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,0
