gender,under_30,senior_citizen,dependents,country,state,city,longitude,referred_a_friend,phone_service,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,payment_method,quarter,churn_label,cltv,tenure_months,device_protection,tech_support,monthly_charges,population
Male,No,Yes,No,United States,California,Clovis,-119.711868,No,Yes,Yes,Fiber Optic,13,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2015,7,No,No,84.8,33856
Female,No,Yes,No,United States,California,Cutler,-119.285484,No,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5362,31,No,No,99.95,5519
Female,No,Yes,No,United States,California,Dunlap,-119.140338,No,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2292,14,Yes,No,104.85,506
Male,No,Yes,No,United States,California,Fowler,-119.672483,No,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Credit Card,Q3,Yes,4553,15,No,No,74.2,5635
Male,No,Yes,No,United States,California,South Dos Palos,-120.653519,No,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5390,59,No,No,93.85,343
Male,No,Yes,No,United States,California,Tranquillity,-120.288644,Yes,Yes,Yes,Fiber Optic,17,Yes,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5712,46,Yes,No,100.7,1130
Female,No,Yes,No,United States,California,Jolon,-121.189757,No,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,4078,25,No,No,89.7,254
Female,No,Yes,No,United States,California,Lockwood,-121.055933,No,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2688,16,No,No,96.4,538
Male,No,Yes,No,United States,California,Marina,-121.758398,No,Yes,No,Fiber Optic,15,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3273,1,No,No,69.5,21759
Male,No,Yes,No,United States,California,San Lucas,-120.864443,Yes,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Credit Card,Q3,Yes,3041,36,No,No,85.25,521
Male,No,Yes,No,United States,California,Daly City,-122.48131,No,Yes,No,DSL,17,Yes,No,No,No,Credit Card,Q3,Yes,2654,45,Yes,No,62.7,63337
Male,No,Yes,No,United States,California,San Francisco,-122.42227,No,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Credit Card,Q3,Yes,4283,25,Yes,No,105.95,56330
Male,No,Yes,No,United States,California,San Francisco,-122.436975,No,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4892,39,No,No,95.65,22920
Female,No,Yes,No,United States,California,San Francisco,-122.369725,Yes,Yes,No,Fiber Optic,21,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4050,31,Yes,Yes,98.9,1458
Male,No,Yes,No,United States,California,San Mateo,-122.317723,No,Yes,Yes,Fiber Optic,28,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2930,3,No,No,76.05,23393
Male,No,Yes,No,United States,California,Concord,-122.039144,No,Yes,No,Fiber Optic,5,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5057,1,No,No,69.75,36186
Female,No,Yes,No,United States,California,Hayward,-122.048361,No,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,3401,33,Yes,Yes,110.45,11147
Male,No,Yes,No,United States,California,Napa,-122.324944,Yes,Yes,Yes,Fiber Optic,2,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2487,7,Yes,No,99.25,26894
Male,No,Yes,No,United States,California,El Sobrante,-122.288296,No,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3715,19,Yes,No,79.85,25399
Male,No,Yes,No,United States,California,San Rafael,-122.491452,Yes,Yes,No,Fiber Optic,2,No,No,No,Yes,Credit Card,Q3,Yes,3443,8,No,No,80.45,40239
Female,No,Yes,No,United States,California,Novato,-122.563683,No,Yes,Yes,Fiber Optic,28,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,3269,13,No,No,100.8,16429
Male,No,Yes,No,United States,California,Stinson Beach,-122.657562,No,Yes,No,Fiber Optic,18,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3856,10,No,No,79.25,781
Male,No,Yes,No,United States,California,Los Gatos,-121.947427,No,Yes,No,Fiber Optic,6,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2718,5,No,No,89.5,24443
Male,No,Yes,No,United States,California,Moss Landing,-121.781632,No,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4843,1,No,No,86.05,899
Female,No,Yes,No,United States,California,San Jose,-121.910019,No,No,No,DSL,4,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3244,10,No,No,34.7,18197
Male,No,Yes,No,United States,California,San Jose,-121.916819,Yes,Yes,Yes,Cable,6,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,5271,53,No,Yes,60.05,27023
Male,No,Yes,No,United States,California,San Jose,-121.795867,Yes,Yes,No,Fiber Optic,8,No,Yes,No,Yes,Credit Card,Q3,Yes,2076,16,No,No,74.3,60620
Female,No,Yes,No,United States,California,Stockton,-121.324979,No,Yes,Yes,Fiber Optic,27,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3145,9,No,No,74.55,49965
Male,No,Yes,No,United States,California,Angels Camp,-120.632221,Yes,Yes,Yes,Fiber Optic,22,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3966,32,Yes,Yes,104.9,4264
Male,No,Yes,No,United States,California,Sheep Ranch,-120.417301,Yes,Yes,Yes,Fiber Optic,29,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5429,1,No,No,74.4,88
Male,No,Yes,No,United States,California,Ballico,-120.672724,No,Yes,No,Fiber Optic,20,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3068,8,No,No,69.7,809
Female,No,Yes,No,United States,California,Catheys Valley,-120.127262,Yes,Yes,Yes,Fiber Optic,27,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2709,12,Yes,No,98.1,986
Female,No,Yes,No,United States,California,Hickman,-120.69955,Yes,Yes,Yes,Fiber Optic,20,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4708,4,No,No,99.6,1055
Male,No,Yes,No,United States,California,Soulsbyville,-120.261821,Yes,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5005,70,Yes,No,102.95,1519
Female,No,Yes,No,United States,California,Escondido,-116.967221,No,Yes,No,Fiber Optic,5,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5345,1,No,No,71.0,48690
Female,No,Yes,No,United States,California,Escondido,-116.967221,Yes,Yes,No,Fiber Optic,26,No,No,No,No,Bank Withdrawal,Q3,Yes,4457,47,No,No,70.55,48690
Female,No,Yes,No,United States,California,Branscomb,-123.682799,Yes,Yes,No,Fiber Optic,8,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4568,1,No,No,69.25,176
Male,No,Yes,No,United States,California,Philo,-123.500853,No,Yes,No,Cable,7,No,Yes,No,Yes,Credit Card,Q3,Yes,5565,12,Yes,Yes,83.8,1113
Male,No,Yes,No,United States,California,Point Arena,-123.609588,No,No,No,DSL,25,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,6280,53,Yes,No,54.45,1352
Male,No,Yes,No,United States,California,Westport,-123.767578,No,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4726,41,Yes,No,99.8,309
Male,No,Yes,No,United States,California,Gasquet,-123.794144,No,Yes,No,Fiber Optic,17,No,No,No,Yes,Credit Card,Q3,Yes,3684,5,No,No,70.25,532
Male,No,Yes,No,United States,California,Piercy,-123.681175,Yes,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,6363,69,No,No,89.95,200
Male,No,Yes,No,United States,California,Carmichael,-121.328011,No,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2075,14,No,No,74.95,58830
Female,No,Yes,No,United States,California,Citrus Heights,-121.271616,No,Yes,No,Fiber Optic,9,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2091,32,No,No,74.4,43718
Female,No,Yes,No,United States,California,Herald,-121.123886,Yes,Yes,No,Cable,24,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5746,50,No,No,71.05,1745
Female,No,Yes,No,United States,California,Newcastle,-121.15918,No,No,No,DSL,13,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4002,2,Yes,No,30.4,6096
Male,No,Yes,No,United States,California,Roseville,-121.288545,No,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5507,23,Yes,No,106.4,30614
Female,No,Yes,No,United States,California,Applegate,-120.988814,No,Yes,Yes,Fiber Optic,25,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5512,2,No,No,85.55,1526
Male,No,Yes,No,United States,California,Sacramento,-121.491956,Yes,Yes,No,Fiber Optic,4,No,Yes,No,Yes,Credit Card,Q3,Yes,2174,30,Yes,No,79.65,16599
Female,No,Yes,No,United States,California,Sacramento,-121.437507,No,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3848,1,No internet service,No internet service,19.45,15975
Female,No,Yes,No,United States,California,Sacramento,-121.543709,No,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Credit Card,Q3,Yes,2431,32,No,No,85.95,854
Female,No,Yes,No,United States,California,Sacramento,-121.442433,No,Yes,No,DSL,16,No,No,No,No,Bank Withdrawal,Q3,Yes,5556,16,No,Yes,59.4,34894
Female,No,Yes,No,United States,California,Butte City,-121.936372,No,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3474,38,No,Yes,99.55,303
Male,No,Yes,No,United States,California,Clipper Mills,-121.14836,No,Yes,No,Fiber Optic,20,No,Yes,No,Yes,Credit Card,Q3,Yes,4486,2,Yes,Yes,95.1,282
Male,No,Yes,No,United States,California,Quincy,-121.041166,Yes,Yes,No,Fiber Optic,16,No,No,No,No,Bank Withdrawal,Q3,Yes,3443,17,No,No,81.5,6189
Male,No,Yes,No,United States,California,Sutter,-121.805845,Yes,No,No,DSL,20,No,No,No,Yes,Credit Card,Q3,Yes,3766,3,No,No,36.45,3193
Female,No,Yes,No,United States,California,Twain,-121.062384,No,No,No,DSL,21,No,No,No,No,Credit Card,Q3,Yes,4842,1,No,No,25.05,73
Female,No,Yes,No,United States,California,Adin,-120.913161,Yes,No,No,DSL,21,No,Yes,No,No,Credit Card,Q3,Yes,2573,43,Yes,No,55.55,615
Male,No,Yes,No,United States,California,Paskenta,-122.587513,Yes,Yes,Yes,Cable,4,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4990,10,No,No,86.65,263
Female,No,Yes,No,United States,California,Red Bluff,-122.388361,No,Yes,Yes,Fiber Optic,2,Yes,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5849,37,No,No,106.75,26438
Male,No,Yes,No,United States,California,Doyle,-120.101857,Yes,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,3967,12,No,No,101.35,1177
Male,No,Yes,No,United States,California,Sierra City,-120.636358,No,Yes,Yes,Fiber Optic,29,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2080,35,No,No,95.45,348
Female,No,Yes,No,United States,California,Tahoe Vista,-120.054765,No,Yes,No,Fiber Optic,10,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2151,1,No,No,69.6,678
Female,No,Yes,No,United States,California,Los Angeles,-118.28515,No,Yes,No,Fiber Optic,13,No,No,No,No,Bank Withdrawal,Q3,Yes,2139,1,No,No,78.45,45025
Female,No,Yes,No,United States,California,San Diego,-117.202937,No,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3543,9,No,No,84.45,4258
Male,No,Yes,No,United States,California,Los Angeles,-118.435479,No,Yes,No,Cable,30,No,Yes,No,Yes,Credit Card,Q3,Yes,2645,38,Yes,Yes,70.15,44150
Male,No,Yes,No,United States,California,Los Angeles,-118.326843,No,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,Yes,6204,51,Yes,No,97.8,30568
Female,No,Yes,No,United States,California,Los Angeles,-118.259595,No,Yes,Yes,Fiber Optic,25,No,No,No,Yes,Credit Card,Q3,Yes,2516,5,No,No,83.15,29310
Female,No,Yes,No,United States,California,Culver City,-118.39704,No,Yes,Yes,Fiber Optic,25,No,No,No,Yes,Credit Card,Q3,Yes,3350,2,No,No,75.45,31963
Female,No,Yes,No,United States,California,Culver City,-118.391902,No,Yes,No,DSL,6,Yes,Yes,No,No,Credit Card,Q3,Yes,3016,2,No,No,54.85,15195
Male,No,Yes,No,United States,California,Gardena,-118.284077,Yes,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5795,1,No,No,95.1,9960
Male,No,Yes,No,United States,California,Torrance,-118.314387,Yes,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5884,53,No,No,101.9,40705
Male,No,Yes,No,United States,California,Montebello,-118.109962,Yes,Yes,Yes,Fiber Optic,30,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4788,51,Yes,No,93.8,62425
Male,No,Yes,No,United States,California,Lakewood,-118.112532,No,Yes,Yes,Fiber Optic,2,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5925,72,Yes,No,104.15,27563
Male,No,Yes,No,United States,California,Arcadia,-118.047732,No,Yes,No,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2834,5,No,No,91.4,30933
Male,No,Yes,No,United States,California,Canoga Park,-118.632656,No,Yes,Yes,Fiber Optic,18,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4403,1,No,No,75.35,49242
Female,No,Yes,No,United States,California,Stevenson Ranch,-118.615583,No,Yes,Yes,Fiber Optic,5,No,No,No,Yes,Credit Card,Q3,Yes,5118,11,No,No,84.8,9937
Female,No,Yes,No,United States,California,Castaic,-118.699048,Yes,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5863,50,Yes,No,95.05,22177
Male,No,Yes,No,United States,California,Van Nuys,-118.431791,No,Yes,No,DSL,28,No,No,No,No,Bank Withdrawal,Q3,Yes,4618,5,Yes,No,50.35,40376
Male,No,Yes,No,United States,California,North Hollywood,-118.400022,No,Yes,Yes,Fiber Optic,12,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2960,5,No,No,89.8,57146
Male,No,Yes,No,United States,California,West Covina,-117.937007,No,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Credit Card,Q3,Yes,2313,9,No,No,99.45,44099
Female,No,Yes,No,United States,California,Campo,-116.472863,No,Yes,No,Fiber Optic,28,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2767,2,No,No,70.2,3133
Male,No,Yes,No,United States,California,Chula Vista,-116.97595,Yes,Yes,Yes,Cable,22,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,6245,51,Yes,No,84.2,9278
Male,No,Yes,No,United States,California,Spring Valley,-116.950963,No,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Bank Withdrawal,Q3,Yes,3157,26,Yes,No,105.75,7863
Female,No,Yes,No,United States,California,Bonsall,-117.202895,Yes,No,No,DSL,12,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2167,18,Yes,No,48.35,3849
Female,No,Yes,No,United States,California,Escondido,-117.134275,Yes,Yes,No,Cable,9,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4989,1,No,No,49.55,17944
Female,No,Yes,No,United States,California,Pala,-117.072619,Yes,Yes,No,DSL,20,No,Yes,No,No,Credit Card,Q3,Yes,5461,2,No,No,50.15,1831
Male,No,Yes,No,United States,California,Pauma Valley,-116.940501,Yes,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2151,29,Yes,No,95.9,2615
Female,No,Yes,No,United States,California,Vista,-117.200024,No,No,No,DSL,15,No,No,No,No,Bank Withdrawal,Q3,Yes,4628,1,No,No,25.25,44692
Male,No,Yes,No,United States,California,San Diego,-117.134917,Yes,Yes,Yes,Fiber Optic,22,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2436,46,Yes,No,101.0,47224
Female,No,Yes,No,United States,California,Indian Wells,-116.291089,No,Yes,No,Fiber Optic,22,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5287,1,No,No,71.15,3873
Female,No,Yes,No,United States,California,Desert Hot Springs,-116.250973,No,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4997,20,No,No,79.15,5529
Male,No,Yes,No,United States,California,North Palm Springs,-116.569499,Yes,Yes,No,Fiber Optic,3,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4876,46,No,No,80.4,732
Male,No,Yes,No,United States,California,Crestline,-117.29028,No,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4998,2,No,No,93.85,10484
Female,No,Yes,No,United States,California,Lucerne Valley,-116.856103,No,Yes,No,Cable,22,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,5527,1,Yes,No,55.8,5256
Male,No,Yes,No,United States,California,Redlands,-117.138286,No,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2169,41,Yes,No,98.4,31230
Male,No,Yes,No,United States,California,Running Springs,-117.07683,Yes,Yes,Yes,DSL,15,Yes,Yes,No,No,Credit Card,Q3,Yes,5910,66,Yes,Yes,79.4,5395
Male,No,Yes,No,United States,California,Victorville,-117.362329,No,Yes,Yes,Fiber Optic,25,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3689,35,Yes,No,101.4,12083
Male,No,Yes,No,United States,California,Wrightwood,-117.618263,No,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5124,10,Yes,No,89.8,4253
Female,No,Yes,No,United States,California,San Bernardino,-117.258107,No,Yes,No,Fiber Optic,27,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5154,26,No,No,91.25,12149
Female,No,Yes,No,United States,California,Riverside,-117.324959,No,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5145,18,No,Yes,85.45,17147
Male,No,Yes,No,United States,California,Lake Elsinore,-117.318204,No,Yes,No,Fiber Optic,12,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5674,1,No,No,71.65,4546
Female,No,Yes,No,United States,California,Perris,-117.320676,No,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4684,1,No,No,74.2,36817
Male,No,Yes,No,United States,California,Temecula,-117.219551,Yes,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,3123,43,No,No,101.0,3070
Male,No,Yes,No,United States,California,Temecula,-117.029473,Yes,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,2673,25,No,No,89.05,46171
Male,No,Yes,No,United States,California,Irvine,-117.752574,Yes,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,4652,36,No,No,96.5,26419
Male,No,Yes,No,United States,California,Corona Del Mar,-117.862734,Yes,Yes,No,Fiber Optic,13,No,No,No,No,Credit Card,Q3,Yes,3022,1,No,No,70.85,13422
Male,No,Yes,No,United States,California,Santa Ana,-117.786763,Yes,Yes,Yes,Cable,29,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,3711,41,Yes,Yes,111.95,44117
Male,No,Yes,No,United States,California,Camarillo,-119.079903,No,Yes,No,Fiber Optic,12,No,No,No,No,Bank Withdrawal,Q3,Yes,2767,1,No,No,69.1,42853
Female,No,Yes,No,United States,California,Somis,-119.014627,No,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5203,2,Yes,No,78.55,2966
Male,No,Yes,No,United States,California,Coalinga,-120.387793,No,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5904,49,No,No,96.2,18036
Female,No,Yes,No,United States,California,Ducor,-119.004073,No,Yes,No,Fiber Optic,27,No,No,No,No,Bank Withdrawal,Q3,Yes,3964,6,Yes,No,74.4,823
Female,No,Yes,No,United States,California,Huron,-120.080117,Yes,Yes,Yes,Fiber Optic,12,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5245,7,No,No,84.55,6918
Female,No,Yes,No,United States,California,Mc Kittrick,-119.730885,No,Yes,Yes,Fiber Optic,15,No,No,Yes,Yes,Credit Card,Q3,Yes,3336,20,No,No,85.8,302
Female,No,Yes,No,United States,California,Visalia,-119.375646,No,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Credit Card,Q3,Yes,6405,54,No,No,101.5,44741
Female,No,Yes,No,United States,California,Woody,-118.881679,No,Yes,No,Fiber Optic,21,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4596,2,No,No,69.6,88
Female,No,Yes,No,United States,California,Boron,-117.73045,No,No,No,Cable,7,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3016,30,Yes,No,40.3,2241
Male,No,Yes,No,United States,California,Palmdale,-118.256358,Yes,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4662,58,Yes,No,98.7,34045
Female,No,Yes,No,United States,California,Palmdale,-117.79593,Yes,Yes,Yes,Cable,24,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4481,68,No,No,100.2,6787
Female,No,Yes,No,United States,California,Helm,-120.118055,Yes,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4937,24,No,No,93.55,152
Male,No,Yes,No,United States,California,Parlier,-119.521126,Yes,Yes,Yes,Fiber Optic,7,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2999,27,Yes,No,95.55,12587
Female,No,Yes,No,United States,California,Daly City,-122.445202,No,No,No,DSL,11,No,No,No,No,Bank Withdrawal,Q3,Yes,3278,2,No,No,24.35,47453
Female,No,Yes,No,United States,California,Half Moon Bay,-122.407992,No,Yes,Yes,Fiber Optic,16,No,No,No,No,Bank Withdrawal,Q3,Yes,4235,29,No,Yes,98.65,17929
Male,No,Yes,No,United States,California,Loma Mar,-122.26308,Yes,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4324,5,Yes,No,79.9,148
Female,No,Yes,No,United States,California,Atherton,-122.203168,No,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4136,28,Yes,Yes,103.3,6876
Male,No,Yes,No,United States,California,San Francisco,-122.402241,No,Yes,Yes,Fiber Optic,26,No,Yes,No,Yes,Credit Card,Q3,Yes,5245,24,Yes,No,102.95,384
Female,No,Yes,No,United States,California,Concord,-122.012188,Yes,Yes,Yes,Fiber Optic,13,Yes,No,No,Yes,Credit Card,Q3,Yes,5863,43,Yes,Yes,109.55,18650
Male,No,Yes,No,United States,California,Crockett,-122.228415,No,Yes,No,Cable,24,Yes,No,No,No,Bank Withdrawal,Q3,Yes,4522,2,Yes,No,66.4,3193
Male,No,Yes,No,United States,California,Fairfield,-122.02711,Yes,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Credit Card,Q3,Yes,4512,66,No,Yes,100.05,77683
Female,No,Yes,No,United States,California,Pinole,-122.293716,Yes,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Credit Card,Q3,Yes,6117,66,Yes,Yes,105.95,16717
Female,No,Yes,No,United States,California,Port Costa,-122.196821,No,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2560,31,No,No,73.9,173
Female,No,Yes,No,United States,California,Vallejo,-122.247387,No,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4448,37,No,No,96.55,37218
Male,No,Yes,No,United States,California,Oakland,-122.219268,No,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4287,24,No,No,101.25,54876
Male,No,Yes,No,United States,California,San Pablo,-122.342635,No,Yes,No,DSL,25,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5655,2,No,No,44.15,55720
Female,No,Yes,No,United States,California,San Rafael,-122.546024,No,Yes,Yes,Fiber Optic,6,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4174,8,No,No,75.75,28403
Male,No,Yes,No,United States,California,Corte Madera,-122.511694,Yes,Yes,Yes,Fiber Optic,21,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4138,1,No,No,80.3,9038
Female,No,Yes,No,United States,California,Point Reyes Station,-122.830646,No,Yes,No,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5242,9,No,No,80.85,1885
Female,No,Yes,No,United States,California,Boulder Creek,-122.142961,No,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Credit Card,Q3,Yes,5651,49,Yes,No,90.85,10520
Male,No,Yes,No,United States,California,Morgan Hill,-121.649371,No,No,No,Cable,9,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5437,1,No,No,25.1,41707
Female,No,Yes,No,United States,California,San Jose,-121.910019,No,Yes,No,Fiber Optic,28,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5082,17,Yes,No,89.15,18197
Male,No,Yes,No,United States,California,Stockton,-121.440029,No,Yes,No,Fiber Optic,3,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4367,3,No,No,79.9,49657
Female,No,Yes,No,United States,California,Stockton,-121.348048,No,Yes,Yes,Fiber Optic,8,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,3548,30,No,No,99.7,30814
Male,No,Yes,No,United States,California,Murphys,-120.440124,Yes,Yes,Yes,Fiber Optic,18,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4995,41,Yes,No,83.75,4353
Female,No,Yes,No,United States,California,Crows Landing,-121.049056,Yes,Yes,No,Fiber Optic,21,Yes,No,No,Yes,Credit Card,Q3,Yes,2322,42,No,No,74.15,1508
Female,No,Yes,No,United States,California,Merced,-120.514191,No,Yes,Yes,DSL,6,Yes,Yes,No,No,Credit Card,Q3,Yes,5697,72,Yes,Yes,92.45,23100
Female,No,Yes,No,United States,California,Modesto,-120.946594,Yes,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3172,11,Yes,No,99.55,47613
Male,No,Yes,No,United States,California,Modesto,-121.025836,No,Yes,Yes,Fiber Optic,26,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3812,8,Yes,No,81.25,26055
Female,No,Yes,No,United States,California,Winton,-120.599587,No,Yes,Yes,Cable,2,No,No,No,No,Credit Card,Q3,Yes,3357,1,No,No,50.55,11463
Female,No,Yes,No,United States,California,Cobb,-122.73203,No,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5172,27,No,No,85.25,1591
Female,No,Yes,No,United States,California,Mendocino,-123.743697,No,Yes,Yes,Fiber Optic,7,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2975,1,No,No,85.05,2229
Female,No,Yes,No,United States,California,Blue Lake,-123.831799,No,Yes,Yes,Fiber Optic,10,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5684,54,No,No,79.5,1584
